# Predicted,Actual,Difference,Average: 3.7538
1183.196161868,1185.647949,2.451787132,
1163.5436850064,1163.724976,0.1812909936,
1189.9887611326,1198.589233,8.6004718674,
1176.3028981276,1169.025879,7.2770191276,
1163.4262441602,1162.64624,0.7800041601,
1184.9832592852,1182.085327,2.8979322852,
1180.4257577738,1185.974365,5.5486072262,
1167.0735141538,1167.34314,0.2696258462,
1202.3780515867,1206.090454,3.7124024133,
1155.2103379372,1156.259277,1.0489390629,
1155.0643660427,1155.175415,0.1110489573,
1199.0371475418,1200.758301,1.7211534582,
1160.3885943008,1163.2323,2.8437056992,
1170.2128901921,1169.903687,0.3092031921,
1170.5910461469,1168.257935,2.3331111469,
1161.8853334742,1172.775635,10.8903015258,
1158.1739907582,1158.156616,0.0173747582,
1160.8192375748,1168.525513,7.7062754252,
1168.8750228746,1166.991333,1.8836898746,
1275.2553325948,1273.220093,2.0352395948,
1162.0529655801,1168.002686,5.9497204199,
1163.3526357445,1168.799316,5.4466802555,
1161.5414998415,1160.651733,0.8897668414,
1187.8304449009,1194.319092,6.4886470991,
1167.2492859438,1169.074829,1.8255430562,
1183.8902186805,1185.446045,1.5558263195,
1174.8591434688,1169.003784,5.8553594688,
1182.0625221047,1190.203979,8.1414568953,
1174.7703414897,1178.105469,3.3351275103,
1159.1452874911,1158.107666,1.0376214911,
1150.450741374,1147.067627,3.383114374,
1163.5208435975,1159.686157,3.8346865975,
1157.8235241151,1153.886475,3.9370491151,
1166.9772619691,1163.670776,3.3064859691,
1179.6848015125,1178.141113,1.5436885125,
1163.8026818486,1160.992676,2.8100058486,
1153.5115378203,1156.774414,3.2628761797,
1188.8770811412,1189.905884,1.0288028588,
1182.8444804495,1177.478271,5.3662094495,
1173.8385210402,1176.367432,2.5289109598,
1203.1210153791,1206.97644,3.8554246209,
1165.587807511,1167.523682,1.935874489,
1189.5802728059,1189.589478,0.0092051941,
1170.0179168121,1166.252197,3.7657198121,
1189.0194378165,1191.164673,2.1452351836,
1197.6802463299,1193.605957,4.0742893299,
1164.63857654,1168.344971,3.70639446,
1178.6046977645,1180.100098,1.4954002355,
1179.9834023401,1182.321045,2.3376426599,
1166.1773640352,1161.977661,4.1997030352,
1181.5245829857,1194.961182,13.4365990143,
1182.0998048963,1181.426025,0.6737798963,
1165.2644216854,1165.318848,0.0544263146,
1177.2807687185,1180.838379,3.5576102815,
1153.5074321555,1158.912231,5.4047988445,
1238.0567573356,1238.033203,0.0235543356,
1186.9970750206,1186.93811,0.0589650206,
1178.82978597,1178.150513,0.67927297,
1157.0102896357,1161.915161,4.9048713643,
1187.711726394,1186.935303,0.776423394,
1182.6122736826,1175.460449,7.1518246826,
1175.596960833,1174.318359,1.2786018329,
1165.2260780566,1168.944946,3.7188679435,
1169.3437406058,1164.156982,5.1867586058,
1159.1230062411,1157.890381,1.232625241,
1158.8328971971,1160.287964,1.4550668029,
1161.4912617597,1166.643188,5.1519262403,
1166.0474901272,1167.34729,1.2997998728,
1187.913274676,1183.06897,4.844304676,
1179.8033000389,1182.793823,2.9905229611,
1163.9763176304,1159.451294,4.5250236304,
1186.9320227252,1183.107544,3.8244787252,
1174.4830289494,1180.091675,5.6086460506,
1184.5794698279,1186.291504,1.7120341721,
1181.0711345817,1175.924072,5.1470625817,
1188.6795680743,1188.646606,0.0329620743,
1170.5524191318,1174.465454,3.9130348682,
1158.6507628546,1162.179077,3.5283141454,
1183.0398941774,1185.821167,2.7812728226,
1165.8920894367,1171.357178,5.4650885633,
1176.3683632524,1173.839233,2.5291302523,
1162.5347856006,1171.33252,8.7977343994,
1187.4940261097,1191.279541,3.7855148903,
1162.9143350456,1154.276489,8.6378460456,
1173.4965671852,1172.798096,0.6984711852,
1178.8599008549,1183.911987,5.0520861451,
1167.1536074746,1157.005981,10.1476264746,
1160.8592871475,1157.955322,2.9039651475,
1168.9492092114,1179.608276,10.6590667886,
1162.4235507505,1167.9021,5.4785492496,
1157.0540235639,1161.205078,4.1510544362,
1171.2169947284,1166.729736,4.4872587284,
1177.0862161777,1176.977905,0.1083111777,
1171.7748107037,1176.101196,4.3263852963,
1164.4923934939,1159.634033,4.8583604939,
1156.0788509536,1151.564941,4.5139099536,
1171.9117682355,1166.063843,5.8479252355,
1156.4094158504,1157.69751,1.2880941496,
1175.762349778,1174.008057,1.754292778,
1175.2618234565,1171.32959,3.9322334565,
1171.6402778537,1174.140869,2.5005911463,
1156.106662595,1154.314087,1.792575595,
1172.4381594598,1165.37561,7.0625494598,
1165.5491658772,1166.168213,0.6190471228,
1171.1830604619,1167.628906,3.5541544619,
1240.6121581836,1240.902344,0.2901858164,
1154.9377710474,1149.671631,5.2661400474,
1162.5426799532,1162.1604,0.3822799532,
1175.8384828818,1186.792725,10.9542421182,
1197.850862391,1204.108643,6.257780609,
1345.7673698829,1352.501953,6.7345831171,
1152.5370647801,1152.710815,0.1737502199,
1159.3087818673,1161.668945,2.3601631327,
1161.2416612811,1164.20459,2.9629287189,
1166.2988625537,1158.636963,7.6618995537,
1366.4894970389,1371.785522,5.2960249611,
1185.273905761,1187.169312,1.8954062391,
1183.5587357316,1185.821167,2.2624312684,
1165.4117066637,1168.606079,3.1943723363,
1153.0594524522,1159.353638,6.2941855478,
1154.0416651482,1152.704102,1.3375631482,
1175.6530559575,1176.690552,1.0374960426,
1207.2958289046,1206.127808,1.1680209046,
1173.8369776603,1171.798828,2.0381496603,
1166.6100185204,1163.112183,3.4978355204,
1181.2633728694,1186.231079,4.9677061306,
1354.856262938,1372.003174,17.146911062,
1179.1603372503,1177.22168,1.9386572502,
1171.1477511107,1168.222534,2.9252171107,
1160.7171375396,1176.078247,15.3611094604,
1161.9490572428,1166.426025,4.4769677573,
1167.8706805388,1175.729004,7.8583234612,
1173.3142746801,1171.304199,2.0100756801,
1164.4810413758,1165.956787,1.4757456242,
1164.1070782831,1163.831299,0.2757792831,
1176.7139740917,1176.650635,0.0633390917,
1161.7487995258,1155.090088,6.6587115258,
1160.0578619339,1158.959351,1.0985109339,
1159.4781182828,1165.819946,6.3418277173,
1193.6595589214,1189.75415,3.9054089214,
1166.3793640769,1166.76001,0.3806459231,
1152.9239080768,1152.014526,0.9093820767,
1156.034671299,1157.578857,1.544185701,
1148.050178914,1143.112549,4.937629914,
1185.3237498046,1188.825806,3.5020561954,
1182.6823172049,1180.954956,1.7273612049,
1199.1982777025,1193.342896,5.8553817025,
1167.7895648971,1169.178711,1.3891461029,
1171.7807411078,1170.876953,0.9037881078,
1156.5379849158,1156.284302,0.2536829158,
1165.4228938234,1170.979492,5.5565981766,
1248.6781936715,1252.437134,3.7589403285,
1181.102423051,1181.516846,0.414422949,
1171.8996846139,1174.228149,2.3284643861,
1350.4346856726,1353.066528,2.6318423274,
1167.0548418798,1161.5979,5.4569418798,
1179.2483096724,1177.625366,1.6229436724,
1175.3275422752,1174.616089,0.7114532752,
1166.5441386911,1164.702881,1.8412576911,
1167.3251557739,1165.501099,1.8240567739,
1156.0426091225,1159.308716,3.2661068775,
1195.6448577932,1191.516846,4.1280117932,
1177.1628301249,1172.706421,4.4564091249,
1146.920004659,1150.538208,3.618203341,
1169.6063736645,1162.70874,6.8976336645,
1172.502866676,1183.784302,11.281435324,
1168.4031019262,1168.792358,0.3892560738,
1183.5292683015,1185.613525,2.0842566985,
1181.715977516,1188.984375,7.268397484,
1147.9625664601,1150.155396,2.1928295399,
1177.574436603,1175.704346,1.870090603,
1162.9583342133,1166.504761,3.5464267867,
1189.6889515634,1183.209229,6.4797225634,
1161.9924484138,1164.264038,2.2715895862,
1164.1863415399,1167.14624,2.9598984601,
1162.7018046604,1168.3927,5.6908953396,
1172.2234161024,1171.91626,0.3071561024,
1159.3805107356,1158.215698,1.1648127356,
1154.1941955285,1152.448242,1.7459535285,
1173.745621609,1176.222534,2.476912391,
1158.3140712562,1165.360107,7.0460357438,
1173.9791635345,1168.612427,5.3667365345,
1163.4307159394,1166.544312,3.1135960606,
1153.5917970224,1146.965576,6.6262210224,
1166.602154016,1169.430908,2.828753984,
1179.1444858546,1172.187622,6.9568638546,
1187.361713377,1191.609985,4.2482716231,
1179.3889726978,1179.905762,0.5167893022,
1188.1625606774,1192.02771,3.8651493226,
1164.3518817685,1167.287109,2.9352272315,
1176.548644686,1182.126221,5.577576314,
1168.424632088,1160.775146,7.649486088,
1180.3713812425,1187.713989,7.3426077575,
1155.036827338,1152.783936,2.252891338,
1169.8006287288,1169.960205,0.1595762712,
1159.8572736361,1163.754272,3.8969983639,
1159.2683885429,1158.17395,1.0944385429,
1172.3408231646,1169.261108,3.0797151646,
1184.2004409659,1179.629517,4.5709239659,
1155.9632773234,1159.055542,3.0922646766,
1168.6276010696,1164.865723,3.7618780696,
1176.9181093705,1177.572144,0.6540346295,
1163.7663544941,1175.209473,11.4431185059,
1231.510032055,1236.20752,4.697487945,
1162.7028427528,1165.90918,3.2063372472,
1174.3588543728,1176.925781,2.5669266272,
1180.1318262993,1181.071533,0.9397067008,
1172.539130657,1177.12561,4.586479343,
1168.4601635589,1169.064697,0.6045334411,
1174.9866890374,1175.9646,0.9779109626,
1188.9145300901,1182.003662,6.9108680901,
1164.0001621756,1167.460571,3.4604088244,
1164.4408198044,1163.434814,1.0060058044,
1167.6290015833,1171.045654,3.4166524167,
1189.6802793924,1191.851196,2.1709166076,
1174.2507346637,1177.679565,3.4288303363,
1187.2228115693,1183.241577,3.9812345692,
1174.3218964952,1175.60437,1.2824735048,
1160.3190528854,1166.61377,6.2947171146,
1160.923657213,1167.18103,6.257372787,
1168.8329519883,1160.32019,8.5127619883,
1169.9130745694,1165.960815,3.9522595694,
1189.5144909418,1187.557129,1.9573619418,
1376.6095807348,1362.33606,14.2735207348,
1166.2098008684,1162.867676,3.3421248684,
1156.0791236715,1159.922974,3.8438503285,
1154.0146199945,1154.86084,0.8462200055,
1189.1377569625,1185.783813,3.3539439625,
1154.8184811141,1165.45459,10.6361088859,
1192.9881634095,1197.46814,4.4799765905,
1185.9616152357,1184.909302,1.0523132357,
1177.0531113862,1176.195557,0.8575543862,
1179.1775620083,1178.187988,0.9895740083,
1189.0656259153,1188.601685,0.4639409153,
1178.0363036479,1180.806152,2.7698483521,
1172.9745548861,1184.082153,11.1075981139,
1174.8260574153,1172.397705,2.4283524153,
1167.3353593151,1171.71814,4.3827806849,
1219.7652192022,1214.63855,5.1266692022,
1152.5493377272,1153.123413,0.5740752728,
1165.9511265274,1168.077271,2.1261444726,
1169.3742234967,1180.898193,11.5239695033,
1178.7649306334,1177.030273,1.7346576334,
1150.5842253581,1154.923096,4.3388706419,
1170.7873041028,1169.313354,1.4739501028,
1173.1946389083,1179.824707,6.6300680917,
1154.6449578209,1151.056396,3.5885618209,
1158.5286179834,1162.221924,3.6933060166,
1184.0642290981,1179.111206,4.9530230981,
1150.7672763927,1148.926636,1.8406403927,
1176.6180797136,1180.591919,3.9738392864,
1183.6578276704,1186.121826,2.4639983296,
1178.5730741676,1175.576538,2.9965361676,
1161.584742679,1170.101318,8.5165753211,
1193.0450416434,1195.523193,2.4781513566,
1182.5419450842,1184.505615,1.9636699158,
1156.7784246955,1162.479248,5.7008233045,
1333.1463309932,1358.371826,25.2254950068,
1157.7907388991,1158.708984,0.9182451009,
1177.9585688511,1179.896851,1.9382821489,
1173.8976053104,1168.28894,5.6086653104,
1157.4276221835,1160.716309,3.2886868165,
1151.9782270684,1148.271851,3.7063760684,
1169.3435858878,1165.602539,3.7410468878,
1188.4219699568,1187.091431,1.3305389568,
1174.1258728608,1173.525024,0.6008488608,
1194.2123339323,1191.561035,2.6512989323,
1177.9077103249,1172.564941,5.3427693249,
1155.9692970794,1152.05835,3.9109470794,
1177.3522349432,1175.390869,1.9613659431,
1181.2783504135,1184.741943,3.4635925865,
1183.0744138888,1181.112183,1.9622308888,
1166.0425674459,1169.535889,3.4933215541,
1175.0399461357,1169.52417,5.5157761356,
1183.9447806622,1173.085327,10.8594536622,
1178.1056858119,1175.136475,2.9692108119,
1180.3509897253,1179.575073,0.7759167252,
1169.2105863304,1165.884033,3.3265533304,
1183.7174094618,1184.638916,0.9215065382,
1165.9446353885,1163.614014,2.3306213885,
1148.6914578225,1143.357056,5.3344018225,
1175.8520212366,1173.841553,2.0104682366,
1173.758304714,1167.42041,6.337894714,
1182.8773867056,1182.287476,0.5899107056,
1183.1460580369,1183.250488,0.1044299631,
1206.4525361287,1204.791016,1.6615201286,
1153.4062472149,1155.76123,2.3549827852,
1183.9404813751,1184.803467,0.8629856249,
1170.236714422,1174.669312,4.432597578,
1163.297802927,1160.635132,2.662670927,
1207.8601747093,1208.481689,0.6215142907,
1155.231567671,1156.677979,1.446411329,
1161.846548207,1164.197998,2.351449793,
1174.7814697918,1175.130127,0.3486572082,
1179.5910650984,1176.646362,2.9447030984,
1166.3675694749,1166.514404,0.1468345251,
1194.9864591214,1193.523804,1.4626551213,
1159.5302249633,1169.039917,9.5096920367,
1184.6533092285,1185.235718,0.5824087715,
1181.6500962724,1173.891602,7.7584942724,
1160.176318326,1165.172852,4.996533674,
1183.3343617134,1185.140747,1.8063852866,
1184.7724488093,1182.882813,1.8896358093,
1171.3816345288,1173.661987,2.2803524712,
1170.8838680195,1174.864746,3.9808779805,
1174.0558070482,1175.62146,1.5656529518,
1178.6109077438,1175.971313,2.6395947438,
1150.0966520346,1143.774414,6.3222380346,
1178.177117602,1167.547852,10.629265602,
1154.2435893443,1154.012939,0.2306503443,
1188.9680319416,1190.363647,1.3956150584,
1167.0163358355,1166.446777,0.5695588354,
1175.3876905723,1177.679565,2.2918744277,
1154.3782018272,1152.949585,1.4286168272,
1173.1621766329,1172.185547,0.9766296329,
1185.7654036423,1182.615723,3.1496806423,
1179.0782453571,1176.302368,2.7758773571,
1168.315782357,1171.943115,3.627332643,
1179.5320001293,1171.685669,7.8463311293,
1178.1594818182,1181.758789,3.5993071818,
1175.6726036113,1174.876465,0.7961386113,
1167.9237416762,1174.895752,6.9720103238,
1180.2902010527,1181.950195,1.6599939473,
1176.6682907044,1163.286133,13.3821577044,
1180.6478990575,1177.3927,3.2551990575,
1171.5314736949,1172.359619,0.8281453051,
1197.7069085569,1195.704346,2.0025625569,
1171.1992338791,1168.708374,2.4908598791,
1172.401278957,1172.748901,0.347622043,
1167.024989754,1173.890015,6.865025246,
1155.2549341913,1154.972412,0.2825221913,
1168.2770428897,1167.467407,0.8096358897,
1173.5598888212,1175.238403,1.6785141788,
1184.0496740486,1193.076538,9.0268639514,
1168.6682458575,1169.483154,0.8149081425,
1187.7478526641,1186.171021,1.5768316641,
1178.5409878788,1183.137451,4.5964631212,
1176.5823375808,1179.446289,2.8639514192,
1177.2713482587,1177.988159,0.7168107413,
1160.7823927721,1165.090332,4.3079392279,
1202.5800890339,1202.854004,0.2739149661,
1333.4648290086,1343.750122,10.2852929914,
1175.3891233107,1175.187378,0.2017453107,
1166.0770421962,1164.299683,1.7773591962,
1189.9289315444,1185.435059,4.4938725444,
1165.80082167,1173.191406,7.3905843301,
1163.971979427,1162.418945,1.553034427,
1176.2373088251,1171.133667,5.1036418251,
1171.4449846254,1170.69812,0.7468646254,
1176.2605187964,1175.67627,0.5842487964,
1171.1873717206,1173.661987,2.4746152794,
1175.1855966325,1174.77478,0.4108166325,
1161.5260402382,1168.895996,7.3699557618,
1200.6453305719,1199.172974,1.4723565719,
1177.8802622258,1180.247803,2.3675407742,
1190.1377934669,1185.774902,4.3628914669,
1159.7040793374,1153.643311,6.0607683373,
1190.3625247702,1183.348022,7.0145027702,
1165.5622259393,1164.493286,1.0689399393,
1171.7981234113,1169.79541,2.0027134113,
1164.0283053074,1161.022827,3.0054783074,
1177.4309208302,1172.967407,4.4635138302,
1175.7217857715,1181.204224,5.4824382285,
1168.2536924985,1172.662842,4.4091495015,
1184.8832188262,1186.977783,2.0945641738,
1189.652195363,1174.981323,14.670872363,
1167.8363305058,1165.619629,2.2167015058,
1149.7865883184,1143.905151,5.8814373184,
1165.5576157789,1167.601929,2.0443132211,
1175.5876702576,1178.652222,3.0645517424,
1161.1553155905,1157.081665,4.0736505905,
1157.6433871247,1153.309814,4.3335731247,
1350.9140373657,1341.674683,9.2393543657,
1176.578061092,1173.340454,3.237607092,
1174.3259526909,1174.512451,0.1864983091,
1154.8597606045,1157.653809,2.7940483955,
1144.9535179797,1146.111328,1.1578100203,
1174.5646989278,1171.441772,3.1229269278,
1172.0732572441,1172.427612,0.3543547559,
1185.1157322068,1187.61084,2.4951077933,
1180.0692125928,1178.178711,1.8905015928,
1154.8260477849,1154.653564,0.1724837849,
1183.601367283,1186.321777,2.720409717,
1160.793401164,1162.406494,1.613092836,
1173.7300997703,1180.31958,6.5894802297,
1185.5123368911,1186.645996,1.1336591089,
1183.7700105867,1180.976929,2.7930815866,
1169.8568340124,1172.002563,2.1457289876,
1144.80627874,1145.855225,1.04894626,
1174.2481040969,1173.503662,0.7444420969,
1185.6191550331,1190.327759,4.7086039669,
1164.2986776936,1162.612305,1.6863726936,
1153.7053050255,1156.213257,2.5079519745,
1157.9863995772,1161.050049,3.0636494228,
1171.4220371741,1172.81311,1.3910728259,
1160.1504105992,1157.618896,2.5315145992,
1170.1832202224,1167.078613,3.1046072224,
1157.4828252583,1155.102295,2.3805302583,
1201.664442473,1204.090332,2.425889527,
1178.6919072717,1186.127563,7.4356557283,
1161.5792719483,1157.944092,3.6351799483,
1189.4024736652,1184.030029,5.3724446652,
1167.2398310065,1165.451416,1.7884150064,
1158.781750272,1163.754272,4.972521728,
1163.3532877796,1159.057373,4.2959147796,
1157.8213278991,1156.448975,1.3723528991,
1307.6385477879,1309.049561,1.4110132121,
1172.1146366772,1175.335083,3.2204463228,
1179.4101142449,1179.769653,0.3595387551,
1173.9741316604,1176.562012,2.5878803396,
1165.6572054256,1169.146729,3.4895235744,
1179.0627035826,1175.833252,3.2294515826,
1145.6109704025,1146.64209,1.0311195975,
1192.6514697484,1194.022705,1.3712352516,
1158.0443682624,1160.924194,2.8798257376,
1182.0333324214,1181.186279,0.8470534214,
1179.707313634,1180.531494,0.824180366,
1179.6218633158,1181.722168,2.1003046842,
1158.6505338973,1155.780396,2.8701378973,
1174.2718661655,1171.700562,2.5713041655,
1187.3687601722,1185.052368,2.3163921722,
1146.5160936407,1146.108276,0.4078176406,
1150.4087840252,1151.707642,1.2988579748,
1155.7884450698,1157.016602,1.2281569302,
1352.6541326338,1371.248291,18.5941583662,
1165.5424605419,1171.016479,5.4740184581,
1165.2251963524,1164.624146,0.6010503523,
1166.4829065716,1172.718872,6.2359654284,
1178.8140035992,1171.73938,7.0746235992,
1165.9637217223,1169.49585,3.5321282777,
1169.7771122937,1178.503296,8.7261837063,
1163.4635669483,1159.223022,4.2405449483,
1154.016444126,1157.826416,3.809971874,
1161.805079938,1162.427002,0.621922062,
1174.4956809738,1171.856445,2.6392359738,
1168.9991344415,1169.70105,0.7019155585,
1167.268210991,1163.149536,4.118674991,
1175.2455961643,1181.162964,5.9173678357,
1207.8104926627,1220.793457,12.9829643373,
1166.6223533946,1159.866699,6.7556543946,
1165.8171295221,1166.654785,0.837655478,
1176.2469521368,1187.810181,11.5632288632,
1167.0755977558,1166.430542,0.6450557558,
1172.2124788748,1170.490723,1.7217558748,
1156.5189493028,1158.103882,1.5849326973,
1175.11469341,1177.12561,2.01091659,
1170.4063875427,1169.430054,0.9763335427,
1183.4058577276,1185.533936,2.1280782724,
1165.918256983,1170.837524,4.919267017,
1219.8759317536,1220.331055,0.4551232464,
1191.0341530553,1193.635132,2.6009789447,
1165.8531457527,1169.689087,3.8359412473,
1170.4071180801,1167.339844,3.0672740801,
1163.0885105359,1164.647705,1.5591944642,
1164.3108363119,1170.240234,5.9293976881,
1171.2974149129,1172.170288,0.8728730871,
1185.4935388123,1182.314575,3.1789638123,
1152.2116137088,1146.46936,5.7422537088,
1164.624543063,1168.541748,3.917204937,
1165.5006460524,1161.140503,4.3601430524,
1173.5867549705,1178.205444,4.6186890295,
1162.99943,1158.476196,4.523234,
1170.5989656158,1177.358887,6.7599213842,
1162.6451061425,1163.260254,0.6151478575,
1399.0411743486,1375.989502,23.0516723486,
1189.6493640203,1198.629883,8.9805189797,
1179.6981609412,1175.476196,4.2219649412,
1174.958009311,1170.767212,4.190797311,
1185.3525806337,1200.46814,15.1155593663,
1175.7089989274,1172.397705,3.3112939274,
1168.2320200619,1171.270386,3.0383659381,
1254.2151935248,1250.615967,3.5992265248,
1159.9358497509,1166.179932,6.2440822492,
1176.8002715388,1177.267334,0.4670624613,
1171.5660793081,1172.082764,0.5166846919,
1158.4087046301,1163.427979,5.0192743699,
1164.2569296701,1162.415771,1.84115867,
1179.1557018325,1181.878174,2.7224721675,
1175.5897270121,1169.787476,5.8022510121,
1181.1225523213,1182.524536,1.4019836787,
1168.2791383171,1165.59314,2.6859983171,
1349.0173596238,1348.897827,0.1195326238,
1164.4107280959,1164.916382,0.5056539041,
1157.8065440681,1156.924927,0.8816170681,
1161.8305195988,1152.868774,8.9617455988,
1156.1462495364,1160.292236,4.1459864636,
1183.7515260107,1185.643066,1.8915399893,
1165.4657102186,1160.511597,4.9541132186,
1160.3374175139,1162.143433,1.8060154861,
1189.046945122,1185.1073,3.939645122,
1181.9721777304,1174.220459,7.7517187304,
1167.7302016486,1169.793823,2.0636213514,
1165.5902598827,1174.422363,8.8321031173,
1171.5367735631,1161.974243,9.5625305631,
1170.7284453827,1166.620728,4.1077173827,
1166.4005037836,1166.143311,0.2571927836,
1177.5812709919,1170.922363,6.6589079919,
1168.9673298393,1174.412598,5.4452681607,
1172.6693074514,1173.924561,1.2552535486,
1174.1093936691,1176.941162,2.8317683309,
1171.2385686127,1171.891235,0.6526663873,
1163.5597220166,1167.069336,3.5096139834,
1174.7515933123,1172.768799,1.9827943123,
1171.3482764481,1170.495605,0.8526714481,
1173.3009915337,1174.607544,1.3065524663,
1161.0897843618,1157.131226,3.9585583617,
1185.1382636355,1184.527954,0.6103096355,
1170.4990190732,1166.584961,3.9140580732,
1178.8889855054,1175.021851,3.8671345054,
1164.3580860518,1167.966309,3.6082229482,
1179.649509119,1180.015747,0.366237881,
1174.6827293816,1180.648438,5.9657086185,
1190.9164748437,1187.641968,3.2745068437,
1166.1621724168,1161.80481,4.3573624168,
1163.6878251244,1163.363403,0.3244221244,
1173.6857747649,1174.833618,1.1478432351,
1185.7057039525,1185.056152,0.6495519525,
1167.4772894333,1177.309326,9.8320365667,
1170.0461677906,1162.279419,7.7667487906,
1175.4717243638,1180.86377,5.3920456362,
1163.6996744653,1159.963013,3.7366614653,
1170.0781161929,1177.698975,7.6208588071,
1159.045609246,1162.68811,3.642500754,
1178.4833684407,1182.839844,4.3564755594,
1314.5504943779,1303.500732,11.0497623779,
1166.4525714785,1165.621826,0.8307454785,
1179.7884384663,1184.301147,4.5127085337,
1154.923554884,1157.79895,2.8753951161,
1152.7561455034,1155.361084,2.6049384966,
1196.292952957,1196.19519,0.097762957,
1169.8922958389,1175.331665,5.4393691611,
1175.4659440405,1179.422485,3.9565409595,
1163.3833931132,1163.845459,0.4620658868,
1175.0951584985,1173.235962,1.8591964985,
1165.1593063706,1163.257446,1.9018603706,
1167.9665125283,1176.563965,8.5974524717,
1164.0108985798,1164.196533,0.1856344202,
1176.9523024423,1177.782104,0.8298015577,
1168.1437890812,1171.741211,3.5974219188,
1162.3309474857,1155.090088,7.2408594857,
1180.8612888277,1175.964844,4.8964448277,
1186.7384885703,1185.562134,1.1763545703,
1157.4146554735,1164.203613,6.7889575265,
1160.9122792955,1162.427002,1.5147227045,
1155.1459878932,1152.827881,2.3181068932,
1207.1532342064,1203.538696,3.6145382064,
1191.3242672788,1191.401855,0.0775877213,
1158.1339090642,1155.791748,2.3421610642,
1157.5687433057,1161.069336,3.5005926943,
1174.0800702402,1173.366577,0.7134932402,
1160.9663071893,1168.220947,7.2546398107,
1164.4995767699,1161.281372,3.2182047699,
1175.2285659163,1174.337769,0.8907969163,
1179.7581374389,1180.725464,0.9673265611,
1151.2130400962,1157.746094,6.5330539038,
1261.674999181,1267.372559,5.697559819,
1154.8409752717,1153.245728,1.5952472717,
1182.2796827338,1189.149658,6.8699752662,
1170.5076316026,1165.118896,5.3887356026,
1169.1388712034,1171.048584,1.9097127966,
1190.6607883511,1190.635742,0.0250463511,
1177.5051413216,1170.719116,6.7860253216,
1165.3427643733,1166.568481,1.2257166267,
1184.1228675625,1184.115234,0.0076335625,
1163.1725656951,1166.793701,3.6211353049,
1190.2228481546,1195.907471,5.6846228454,
1180.5807550853,1183.522095,2.9413399147,
1170.6458698031,1176.254517,5.6086471969,
1153.9048418716,1150.678467,3.2263748716,
1174.4863926417,1176.660278,2.1738853583,
1186.4550692157,1179.276245,7.1788242157,
1164.9075678286,1168.047852,3.1402841714,
1152.3852372576,1155.914795,3.5295577424,
1170.2616162433,1170.381226,0.1196097567,
1164.2248332596,1168.1604,3.9355667404,
1338.7781808622,1341.738525,2.9603441378,
1175.1656727242,1179.113525,3.9478522758,
1174.2827280646,1179.333374,5.0506459354,
1185.6058127165,1180.662231,4.9435817165,
1384.2987264186,1369.884644,14.4140824185,
1176.5067858345,1176.765137,0.2583511655,
1174.1516745058,1172.770264,1.3814105058,
1159.7169631971,1161.993408,2.2764448029,
1188.6044519569,1188.378052,0.2263999569,
1177.3546026219,1177.125977,0.2286256219,
1169.695759151,1161.712769,7.982990151,
1156.3533863153,1157.489624,1.1362376848,
1163.5421791602,1161.048218,2.4939611602,
1166.6160836111,1160.830688,5.785395611,
1145.9077904303,1154.653442,8.7456515697,
1153.6677785693,1153.483521,0.1842575693,
1171.9368272623,1167.338989,4.5978382623,
1176.0751843696,1185.684448,9.6092636304,
1177.6030279361,1174.257324,3.3457039361,
1161.5518870371,1162.800415,1.2485279629,
1167.6057507564,1174.227783,6.6220322436,
1158.3185699901,1157.217651,1.1009189901,
1180.6118707233,1176.521484,4.0903867233,
1162.3901568196,1159.721436,2.6687208195,
1165.3697615614,1166.814331,1.4445694386,
1160.7835427433,1161.938843,1.1553002567,
1175.5498485012,1183.848755,8.2989064988,
1170.2981722779,1170.552246,0.2540737222,
1182.3346909607,1181.273438,1.0612529607,
1166.4236027135,1168.219971,1.7963682865,
1158.3248885265,1162.072632,3.7477434735,
1159.0307952519,1158.583984,0.4468112519,
1169.9266940105,1169.382935,0.5437590105,
1170.4181151907,1170.834229,0.4161138094,
1176.5107322121,1175.838135,0.6725972121,
1175.6821816087,1183.684326,8.0021443913,
1166.6437430111,1172.766968,6.1232249889,
1174.5500350556,1169.573364,4.9766710556,
1183.8830873739,1190.076172,6.1930846261,
1146.7290439716,1143.077026,3.6520179716,
1173.0332091115,1162.836548,10.1966611115,
1173.6547326624,1175.822266,2.1675333376,
1187.2190982617,1177.645874,9.5732242617,
1175.1218879221,1178.331299,3.2094110779,
1160.9253314242,1164.20459,3.2792585758,
1165.3758263022,1162.254028,3.1217983022,
1178.9335598722,1183.270142,4.3365821278,
1177.4779713753,1172.975952,4.5020193752,
1145.8220930142,1149.75415,3.9320569859,
1171.239609012,1169.079712,2.159897012,
1146.4238975823,1144.56543,1.8584675823,
1165.9070523664,1164.818604,1.0884483664,
1159.3191525143,1157.934326,1.3848265143,
1185.1736397186,1183.05603,2.1176097186,
1179.412961429,1173.059082,6.353879429,
1160.4609402491,1161.241455,0.7805147509,
1188.8045363504,1186.720825,2.0837113504,
1161.9359942705,1160.364868,1.5711262705,
1172.1828944828,1166.976318,5.2065764827,
1190.0720577208,1183.038452,7.0336057208,
1168.2432219726,1167.958008,0.2852139726,
1183.5690369603,1175.421387,8.1476499603,
1185.4702991527,1183.153931,2.3163681527,
1176.3039810485,1176.501831,0.1978499515,
1174.9715256318,1179.709839,4.7383133682,
1181.9843371418,1189.216064,7.2317268582,
